fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
2021-09-11,18.0,1006.0,48.0,0,912.0,26.0,126.0,31.0,28.0
2021-09-12,24.0,1004.0,36.0,1,656.0,27.0,32.0,33.0,18.0
2021-09-13,22.0,1050.0,55.0,1,630.0,53.0,88.0,46.0,24.0
2021-09-14,20.0,1060.0,71.0,1,668.0,84.0,457.0,53.0,27.0
2021-09-15,20.0,1077.0,37.0,1,709.0,90.0,355.0,42.0,25.0
2021-09-16,19.0,1044.0,41.0,0,100.0,19.0,93.0,52.0,24.0
2021-09-17,23.0,1024.0,44.0,0,926.0,93.0,101.0,59.0,29.0
2021-09-18,27.0,1004.0,24.0,1,740.0,50.0,164.0,37.0,16.0
2021-09-19,25.0,906.0,33.0,1,918.0,83.0,215.0,57.0,26.0
2021-09-20,26.0,953.0,73.0,1,916.0,4.0,143.0,56.0,22.0
2021-09-21,21.0,971.0,59.0,1,864.0,21.0,364.0,49.0,21.0
2021-09-22,26.0,1004.0,85.0,1,404.0,15.0,476.0,43.0,28.0
2021-09-23,18.0,888.0,41.0,1,187.0,76.0,32.0,48.0,19.0
2021-09-24,24.0,958.0,59.0,0,646.0,100.0,322.0,74.0,21.0
2021-09-25,21.0,1025.0,69.0,0,107.0,27.0,316.0,53.0,23.0
2021-09-26,22.0,1074.0,27.0,1,606.0,34.0,230.0,59.0,18.0
2021-09-27,20.0,992.0,89.0,1,916.0,63.0,98.0,59.0,18.0
2021-09-28,18.0,1019.0,31.0,0,786.0,99.0,459.0,54.0,41.0
2021-09-29,21.0,1053.0,73.0,1,301.0,96.0,357.0,49.0,17.0
2021-09-30,19.0,912.0,36.0,0,715.0,57.0,394.0,61.0,12.0
2021-10-01,35.0,988.0,21.0,1,369.0,42.0,333.0,55.0,20.0
2021-10-02,28.0,954.0,90.0,1,123.0,63.0,178.0,59.0,9.0
2021-10-03,28.0,1120.0,38.0,0,968.0,22.0,482.0,31.0,24.0
2021-10-04,22.0,1023.0,85.0,1,733.0,54.0,175.0,40.0,16.0
2021-10-05,39.0,987.0,22.0,1,220.0,5.0,443.0,38.0,18.0
2021-10-06,31.0,1017.0,67.0,1,227.0,7.0,110.0,38.0,22.0
2021-10-07,38.0,1011.0,70.0,1,833.0,72.0,251.0,53.0,18.0
2021-10-08,30.0,1034.0,71.0,0,940.0,97.0,34.0,45.0,23.0
2021-10-09,33.0,946.0,36.0,0,375.0,21.0,495.0,60.0,28.0
2021-10-10,40.0,910.0,68.0,1,983.0,79.0,273.0,43.0,18.0
2021-10-11,29.0,1021.0,90.0,1,510.0,86.0,155.0,43.0,17.0
2021-10-12,28.0,975.0,95.0,0,891.0,57.0,338.0,46.0,20.0
2021-10-13,42.0,1041.0,60.0,0,759.0,11.0,8.0,60.0,23.0
2021-10-14,34.0,1122.0,26.0,1,645.0,94.0,176.0,49.0,18.0
2021-10-15,42.0,1049.0,53.0,1,886.0,92.0,144.0,35.0,17.0
2021-10-16,33.0,998.0,97.0,0,593.0,56.0,316.0,47.0,25.0
2021-10-17,36.0,1060.0,37.0,1,864.0,90.0,198.0,51.0,10.0
2021-10-18,31.0,931.0,37.0,1,491.0,36.0,341.0,43.0,8.0
2021-10-19,27.0,935.0,63.0,0,162.0,86.0,472.0,51.0,15.0
2021-10-20,25.0,951.0,44.0,0,579.0,21.0,437.0,62.0,30.0
2021-10-21,31.0,945.0,100.0,1,351.0,66.0,356.0,59.0,18.0
2021-10-22,37.0,974.0,76.0,1,564.0,17.0,269.0,63.0,9.0
2021-10-23,26.0,907.0,55.0,1,784.0,97.0,328.0,60.0,14.0
2021-10-24,34.0,1015.0,69.0,0,402.0,58.0,224.0,45.0,18.0
2021-10-25,33.0,996.0,37.0,0,300.0,96.0,435.0,47.0,24.0
2021-10-26,38.0,965.0,78.0,1,320.0,9.0,158.0,47.0,18.0
2021-10-27,37.0,1041.0,83.0,0,609.0,76.0,10.0,42.0,26.0
2021-10-28,44.0,1074.0,62.0,0,173.0,59.0,7.0,57.0,18.0
2021-10-29,35.0,917.0,48.0,0,445.0,20.0,267.0,44.0,14.0
2021-10-30,31.0,904.0,34.0,0,212.0,85.0,229.0,47.0,10.0
2021-10-31,43.0,996.0,88.0,0,214.0,72.0,97.0,43.0,26.0
2021-11-01,36.0,1086.0,21.0,0,986.0,52.0,95.0,58.0,19.0
2021-11-02,36.0,1021.0,39.0,1,222.0,36.0,288.0,53.0,12.0
2021-11-03,32.0,1124.0,56.0,0,752.0,87.0,381.0,42.0,22.0
2021-11-04,30.0,1049.0,75.0,1,575.0,14.0,198.0,51.0,11.0
2021-11-05,27.0,965.0,20.0,0,480.0,44.0,227.0,56.0,10.0
2021-11-06,38.0,1006.0,30.0,1,878.0,82.0,88.0,51.0,22.0
2021-11-07,36.0,902.0,51.0,1,199.0,90.0,443.0,44.0,18.0
2021-11-08,28.0,986.0,46.0,1,229.0,5.0,287.0,38.0,19.0
2021-11-09,41.0,1053.0,54.0,0,134.0,64.0,67.0,35.0,27.0
2021-11-10,28.0,993.0,94.0,0,949.0,24.0,324.0,37.0,18.0
2021-11-11,32.0,992.0,91.0,1,244.0,60.0,177.0,46.0,18.0
2021-11-12,41.0,1024.0,47.0,1,645.0,38.0,490.0,55.0,22.0
2021-11-13,33.0,1076.0,28.0,0,565.0,7.0,471.0,46.0,27.0
2021-11-14,34.0,926.0,73.0,1,738.0,28.0,103.0,45.0,11.0
2021-11-15,36.0,1021.0,22.0,1,678.0,1.0,319.0,51.0,18.0
2021-11-16,33.0,1019.0,49.0,0,759.0,47.0,328.0,44.0,14.0
2021-11-17,34.0,1078.0,85.0,0,461.0,87.0,134.0,52.0,16.0
2021-11-18,28.0,1049.0,61.0,1,396.0,55.0,345.0,42.0,15.0
2021-11-19,27.0,999.0,87.0,0,598.0,18.0,48.0,44.0,19.0
2021-11-20,34.0,1083.0,52.0,1,689.0,23.0,270.0,62.0,5.0
2021-11-21,32.0,1019.0,49.0,0,542.0,6.0,217.0,50.0,12.0
2021-11-22,17.0,992.0,23.0,0,133.0,27.0,441.0,43.0,18.0
2021-11-23,33.0,996.0,79.0,0,568.0,67.0,32.0,69.0,13.0
2021-11-24,37.0,941.0,48.0,1,679.0,56.0,433.0,55.0,14.0
2021-11-25,23.0,1000.0,79.0,1,256.0,98.0,203.0,45.0,21.0
2021-11-26,24.0,917.0,32.0,1,788.0,95.0,387.0,41.0,15.0
2021-11-27,34.0,1032.0,37.0,0,246.0,85.0,389.0,50.0,26.0
2021-11-28,36.0,970.0,83.0,1,973.0,99.0,220.0,59.0,21.0
2021-11-29,27.0,985.0,56.0,0,889.0,5.0,25.0,48.0,20.0
2021-11-30,35.0,993.0,68.0,0,218.0,84.0,366.0,50.0,18.0
2021-12-01,34.0,1035.0,31.0,0,926.0,43.0,371.0,45.0,26.0
2021-12-02,31.0,1008.0,69.0,0,996.0,54.0,435.0,44.0,22.0
2021-12-03,47.0,1030.0,85.0,1,864.0,82.0,470.0,36.0,27.0
2021-12-04,32.0,950.0,81.0,1,674.0,56.0,186.0,53.0,16.0
2021-12-05,25.0,1065.0,34.0,0,877.0,98.0,362.0,43.0,18.0
2021-12-06,36.0,999.0,71.0,0,597.0,47.0,261.0,42.0,20.0
2021-12-07,28.0,895.0,36.0,0,787.0,66.0,181.0,70.0,18.0
2021-12-08,28.0,972.0,44.0,1,973.0,65.0,138.0,28.0,19.0
2021-12-09,39.0,998.0,38.0,0,699.0,83.0,264.0,58.0,18.0
2021-12-10,35.0,917.0,76.0,0,707.0,94.0,471.0,54.0,30.0
2021-12-11,39.0,970.0,77.0,0,531.0,5.0,341.0,47.0,23.0
2021-12-12,31.0,926.0,61.0,1,120.0,61.0,19.0,53.0,10.0
2021-12-13,27.0,979.0,47.0,0,716.0,88.0,158.0,57.0,24.0
2021-12-14,29.0,982.0,83.0,0,333.0,23.0,431.0,47.0,20.0
2021-12-15,21.0,1028.0,47.0,0,952.0,80.0,25.0,40.0,24.0
2021-12-16,32.0,1040.0,21.0,0,504.0,51.0,250.0,50.0,14.0
2021-12-17,28.0,1030.0,50.0,1,214.0,88.0,344.0,41.0,13.0
2021-12-18,39.0,1072.0,52.0,0,158.0,44.0,95.0,38.0,20.0
2021-12-19,39.0,885.0,23.0,0,514.0,44.0,113.0,51.0,15.0
2021-12-20,33.0,1034.0,41.0,0,557.0,1.0,454.0,56.0,26.0
2021-12-21,31.0,990.0,54.0,1,254.0,83.0,146.0,47.0,9.0
2021-12-22,34.0,1025.0,54.0,0,730.0,32.0,399.0,60.0,26.0
2021-12-23,35.0,944.0,74.0,1,968.0,72.0,125.0,39.0,23.0
2021-12-24,26.0,1041.0,65.0,1,799.0,61.0,249.0,53.0,12.0
2021-12-25,28.0,953.0,75.0,0,744.0,48.0,193.0,64.0,17.0
2021-12-26,37.0,924.0,66.0,0,705.0,77.0,425.0,65.0,24.0
2021-12-27,28.0,932.0,70.0,0,859.0,28.0,341.0,56.0,16.0
2021-12-28,29.0,1039.0,59.0,0,401.0,75.0,272.0,43.0,14.0
2021-12-29,24.0,948.0,64.0,1,767.0,4.0,118.0,68.0,21.0
2021-12-30,22.0,1003.0,49.0,0,992.0,11.0,1.0,41.0,14.0
2021-12-31,29.0,944.0,33.0,0,154.0,63.0,46.0,40.0,15.0
2022-01-01,22.0,976.0,69.0,1,475.0,29.0,205.0,45.0,13.0
2022-01-02,28.0,933.0,35.0,1,754.0,96.0,63.0,47.0,24.0
2022-01-03,42.0,1005.0,58.0,0,857.0,26.0,431.0,41.0,28.0
2022-01-04,35.0,1061.0,41.0,1,618.0,12.0,110.0,32.0,8.0
2022-01-05,37.0,1028.0,90.0,1,346.0,9.0,301.0,39.0,10.0
2022-01-06,40.0,1034.0,49.0,1,695.0,87.0,295.0,35.0,13.0
2022-01-07,26.0,1017.0,67.0,0,976.0,32.0,358.0,61.0,28.0
2022-01-08,34.0,995.0,93.0,0,492.0,75.0,35.0,58.0,22.0
2022-01-09,40.0,955.0,51.0,0,497.0,0.0,359.0,65.0,14.0
2022-01-10,36.0,999.0,96.0,1,513.0,45.0,280.0,57.0,15.0
2022-01-11,31.0,1006.0,58.0,0,649.0,57.0,3.0,29.0,17.0
2022-01-12,35.0,1049.0,47.0,1,900.0,1.0,116.0,39.0,18.0
2022-01-13,34.0,970.0,21.0,1,968.0,59.0,257.0,47.0,17.0
2022-01-14,27.0,1037.0,71.0,1,747.0,37.0,430.0,51.0,21.0
2022-01-15,36.0,1030.0,22.0,1,649.0,26.0,241.0,40.0,16.0
2022-01-16,33.0,957.0,60.0,0,743.0,63.0,225.0,36.0,12.0
2022-01-17,39.0,952.0,98.0,1,138.0,89.0,94.0,37.0,14.0
2022-01-18,29.0,942.0,59.0,0,463.0,31.0,73.0,47.0,16.0
2022-01-19,34.0,1061.0,91.0,1,848.0,66.0,346.0,62.0,21.0
2022-01-20,30.0,965.0,69.0,1,462.0,90.0,394.0,52.0,21.0
2022-01-21,39.0,988.0,42.0,0,799.0,76.0,51.0,40.0,25.0
2022-01-22,26.0,1075.0,73.0,0,574.0,42.0,410.0,49.0,22.0
2022-01-23,32.0,1075.0,96.0,0,444.0,10.0,309.0,48.0,29.0
2022-01-24,33.0,969.0,91.0,1,794.0,16.0,91.0,32.0,18.0
2022-01-25,29.0,957.0,34.0,1,730.0,55.0,375.0,48.0,16.0
2022-01-26,43.0,1030.0,49.0,1,539.0,54.0,329.0,49.0,11.0
2022-01-27,34.0,1007.0,33.0,1,317.0,85.0,423.0,38.0,25.0
2022-01-28,31.0,1077.0,55.0,0,460.0,64.0,428.0,68.0,30.0
2022-01-29,31.0,1019.0,94.0,0,415.0,13.0,218.0,45.0,18.0
2022-01-30,41.0,1022.0,52.0,0,383.0,61.0,294.0,48.0,18.0
2022-01-31,33.0,984.0,65.0,0,546.0,10.0,265.0,38.0,15.0
2022-02-01,28.0,962.0,40.0,1,568.0,42.0,43.0,38.0,7.0
2022-02-02,33.0,955.0,23.0,1,266.0,1.0,54.0,39.0,13.0
2022-02-03,42.0,1046.0,68.0,0,705.0,97.0,220.0,51.0,28.0
2022-02-04,36.0,1063.0,63.0,1,685.0,31.0,386.0,53.0,20.0
2022-02-05,39.0,926.0,65.0,0,692.0,36.0,61.0,55.0,13.0
2022-02-06,40.0,996.0,69.0,1,276.0,35.0,303.0,69.0,10.0
2022-02-07,21.0,1016.0,73.0,0,385.0,23.0,31.0,52.0,17.0
2022-02-08,32.0,985.0,62.0,0,544.0,28.0,170.0,41.0,14.0
2022-02-09,33.0,928.0,67.0,0,754.0,82.0,392.0,52.0,26.0
2022-02-10,39.0,1025.0,73.0,1,762.0,66.0,49.0,65.0,19.0
2022-02-11,20.0,979.0,65.0,1,680.0,36.0,450.0,45.0,14.0
2022-02-12,42.0,982.0,44.0,1,379.0,64.0,250.0,47.0,16.0
2022-02-13,30.0,924.0,65.0,0,936.0,3.0,398.0,77.0,23.0
2022-02-14,34.0,1039.0,97.0,0,356.0,46.0,220.0,52.0,19.0
2022-02-15,19.0,959.0,91.0,0,882.0,73.0,207.0,55.0,25.0
2022-02-16,21.0,891.0,44.0,0,950.0,69.0,345.0,48.0,11.0
2022-02-17,23.0,1077.0,94.0,0,328.0,11.0,141.0,53.0,25.0
2022-02-18,24.0,1009.0,24.0,1,442.0,42.0,219.0,35.0,8.0
2022-02-19,36.0,992.0,51.0,1,933.0,29.0,55.0,39.0,15.0
2022-02-20,30.0,1018.0,65.0,1,214.0,43.0,61.0,59.0,18.0
2022-02-21,36.0,999.0,67.0,1,301.0,66.0,102.0,61.0,10.0
2022-02-22,30.0,983.0,81.0,0,676.0,84.0,248.0,39.0,20.0
2022-02-23,24.0,1000.0,37.0,0,172.0,35.0,113.0,47.0,14.0
2022-02-24,23.0,1000.0,26.0,1,861.0,59.0,459.0,45.0,12.0
2022-02-25,33.0,941.0,88.0,0,973.0,29.0,42.0,41.0,17.0
2022-02-26,35.0,1029.0,35.0,0,392.0,29.0,353.0,59.0,24.0
2022-02-27,24.0,1042.0,66.0,0,693.0,25.0,141.0,47.0,13.0
2022-02-28,37.0,924.0,75.0,0,413.0,42.0,44.0,54.0,18.0
2022-03-01,33.0,960.0,75.0,0,484.0,95.0,110.0,63.0,24.0
2022-03-02,36.0,997.0,25.0,0,905.0,55.0,346.0,40.0,19.0
2022-03-03,27.0,1018.0,48.0,0,182.0,80.0,263.0,51.0,23.0
2022-03-04,32.0,1033.0,36.0,1,956.0,65.0,133.0,47.0,13.0
2022-03-05,29.0,1053.0,89.0,0,586.0,46.0,111.0,40.0,22.0
2022-03-06,39.0,959.0,49.0,0,815.0,89.0,90.0,40.0,18.0
2022-03-07,29.0,960.0,63.0,1,519.0,64.0,176.0,44.0,12.0
2022-03-08,35.0,920.0,81.0,0,225.0,76.0,380.0,74.0,22.0
2022-03-09,29.0,969.0,37.0,1,754.0,56.0,338.0,47.0,11.0
2022-03-10,28.0,1036.0,37.0,0,137.0,38.0,113.0,34.0,15.0
2022-03-11,35.0,1048.0,65.0,0,261.0,1.0,202.0,43.0,22.0
2022-03-12,29.0,998.0,44.0,0,977.0,86.0,290.0,41.0,21.0
2022-03-13,31.0,944.0,28.0,0,714.0,4.0,86.0,48.0,22.0
2022-03-14,32.0,958.0,60.0,0,862.0,59.0,207.0,61.0,12.0
2022-03-15,36.0,1000.0,31.0,0,679.0,8.0,444.0,51.0,24.0
2022-03-16,38.0,964.0,95.0,1,817.0,54.0,404.0,54.0,15.0
2022-03-17,26.0,1066.0,28.0,0,417.0,24.0,313.0,65.0,25.0
2022-03-18,42.0,938.0,92.0,0,915.0,36.0,461.0,31.0,28.0
2022-03-19,23.0,977.0,33.0,1,546.0,29.0,7.0,63.0,12.0
2022-03-20,25.0,969.0,47.0,0,585.0,11.0,199.0,52.0,17.0
2022-03-21,36.0,1037.0,86.0,0,298.0,97.0,500.0,48.0,26.0
2022-03-22,35.0,975.0,74.0,1,467.0,60.0,76.0,46.0,10.0
2022-03-23,35.0,1141.0,89.0,0,700.0,73.0,493.0,58.0,32.0
2022-03-24,27.0,1056.0,75.0,0,262.0,21.0,219.0,45.0,26.0
2022-03-25,32.0,1016.0,85.0,0,562.0,77.0,408.0,60.0,26.0
2022-03-26,42.0,1053.0,100.0,0,548.0,98.0,20.0,51.0,30.0
2022-03-27,35.0,1024.0,97.0,0,313.0,34.0,494.0,44.0,18.0
2022-03-28,36.0,1020.0,37.0,0,763.0,31.0,296.0,57.0,19.0
2022-03-29,24.0,939.0,35.0,1,738.0,30.0,491.0,47.0,9.0
2022-03-30,22.0,1007.0,42.0,0,364.0,73.0,159.0,44.0,20.0
2022-03-31,20.0,987.0,75.0,0,836.0,96.0,265.0,29.0,20.0
2022-04-01,19.0,1008.0,28.0,0,665.0,99.0,249.0,56.0,28.0
2022-04-02,22.0,1022.0,22.0,1,713.0,93.0,258.0,70.0,20.0
2022-04-03,23.0,978.0,43.0,1,337.0,60.0,465.0,56.0,25.0
2022-04-04,23.0,977.0,89.0,1,466.0,42.0,434.0,40.0,24.0
2022-04-05,26.0,982.0,76.0,1,484.0,47.0,252.0,50.0,17.0
2022-04-06,33.0,1019.0,29.0,1,622.0,62.0,385.0,62.0,29.0
2022-04-07,25.0,1018.0,68.0,1,443.0,12.0,250.0,53.0,12.0
2022-04-08,16.0,1066.0,49.0,0,979.0,82.0,58.0,70.0,25.0
2022-04-09,33.0,1032.0,46.0,0,594.0,98.0,13.0,41.0,26.0
2022-04-10,24.0,1066.0,31.0,1,560.0,59.0,45.0,35.0,20.0
2022-04-11,37.0,991.0,76.0,1,457.0,29.0,252.0,68.0,19.0
2022-04-12,27.0,1051.0,28.0,1,981.0,34.0,475.0,36.0,33.0
2022-04-13,23.0,1088.0,65.0,0,361.0,68.0,280.0,49.0,29.0
2022-04-14,21.0,961.0,48.0,0,121.0,46.0,256.0,54.0,31.0
2022-04-15,24.0,1038.0,62.0,0,969.0,97.0,378.0,52.0,27.0
2022-04-16,35.0,1032.0,23.0,1,562.0,15.0,81.0,42.0,19.0
2022-04-17,21.0,1072.0,73.0,1,861.0,31.0,389.0,39.0,32.0
2022-04-18,26.0,973.0,48.0,0,422.0,7.0,486.0,45.0,21.0
2022-04-19,25.0,967.0,33.0,1,809.0,50.0,7.0,62.0,28.0
2022-04-20,29.0,1050.0,27.0,1,680.0,1.0,396.0,32.0,27.0
2022-04-21,36.0,1005.0,29.0,0,493.0,78.0,294.0,37.0,15.0
2022-04-22,25.0,1049.0,84.0,0,252.0,98.0,451.0,44.0,30.0
2022-04-23,19.0,1005.0,64.0,1,396.0,36.0,209.0,65.0,23.0
2022-04-24,19.0,1043.0,44.0,0,921.0,82.0,304.0,51.0,38.0
2022-04-25,21.0,950.0,75.0,0,497.0,64.0,337.0,40.0,25.0
2022-04-26,30.0,1047.0,26.0,1,293.0,90.0,170.0,55.0,24.0
2022-04-27,15.0,940.0,28.0,1,619.0,49.0,312.0,55.0,22.0
2022-04-28,25.0,1030.0,75.0,0,616.0,90.0,385.0,50.0,32.0
2022-04-29,17.0,1005.0,27.0,0,988.0,20.0,135.0,59.0,24.0
2022-04-30,21.0,1122.0,25.0,0,767.0,10.0,492.0,58.0,23.0
2022-05-01,28.0,1061.0,40.0,1,994.0,25.0,25.0,52.0,21.0
2022-05-02,32.0,1066.0,39.0,1,971.0,65.0,468.0,62.0,27.0
2022-05-03,23.0,931.0,32.0,1,273.0,1.0,23.0,54.0,19.0
2022-05-04,22.0,945.0,27.0,0,505.0,77.0,325.0,36.0,29.0
2022-05-05,22.0,963.0,66.0,0,201.0,21.0,491.0,61.0,26.0
2022-05-06,24.0,1030.0,74.0,0,343.0,79.0,153.0,51.0,35.0
2022-05-07,26.0,1027.0,66.0,1,810.0,35.0,123.0,58.0,31.0
2022-05-08,18.0,901.0,68.0,1,897.0,72.0,210.0,49.0,22.0
2022-05-09,27.0,1027.0,82.0,1,985.0,42.0,176.0,51.0,30.0
2022-05-10,34.0,952.0,92.0,1,101.0,92.0,300.0,57.0,26.0
2022-05-11,20.0,963.0,79.0,0,814.0,35.0,312.0,48.0,28.0
2022-05-12,19.0,976.0,91.0,1,536.0,40.0,389.0,59.0,26.0
2022-05-13,27.0,1018.0,80.0,0,805.0,76.0,77.0,66.0,35.0
2022-05-14,25.0,1076.0,24.0,0,111.0,13.0,250.0,45.0,27.0
2022-05-15,18.0,1069.0,24.0,1,533.0,53.0,124.0,47.0,22.0
2022-05-16,26.0,1051.0,84.0,1,699.0,93.0,335.0,51.0,29.0
2022-05-17,22.0,1009.0,44.0,1,836.0,89.0,282.0,42.0,21.0
2022-05-18,29.0,992.0,61.0,1,533.0,62.0,469.0,55.0,25.0
2022-05-19,23.0,993.0,87.0,0,365.0,44.0,280.0,62.0,23.0
2022-05-20,27.0,1060.0,92.0,0,343.0,29.0,434.0,62.0,30.0
2022-05-21,26.0,1015.0,68.0,0,339.0,90.0,57.0,58.0,29.0
2022-05-22,30.0,1018.0,62.0,1,751.0,48.0,342.0,47.0,21.0
2022-05-23,29.0,1002.0,47.0,1,868.0,5.0,414.0,70.0,21.0
2022-05-24,15.0,947.0,52.0,1,117.0,56.0,286.0,57.0,26.0
2022-05-25,26.0,973.0,91.0,0,363.0,71.0,327.0,78.0,19.0
2022-05-26,30.0,983.0,98.0,0,492.0,100.0,78.0,55.0,31.0
2022-05-27,37.0,1005.0,90.0,1,833.0,21.0,420.0,69.0,34.0
2022-05-28,25.0,1031.0,68.0,1,988.0,86.0,133.0,47.0,25.0
2022-05-29,33.0,1050.0,42.0,1,652.0,41.0,48.0,46.0,23.0
2022-05-30,12.0,996.0,30.0,1,707.0,87.0,193.0,49.0,24.0
2022-05-31,30.0,962.0,61.0,0,345.0,56.0,134.0,72.0,16.0
2022-06-01,18.0,982.0,85.0,0,505.0,70.0,56.0,44.0,30.0
2022-06-02,30.0,1019.0,25.0,0,760.0,3.0,39.0,48.0,23.0
2022-06-03,24.0,1027.0,35.0,1,426.0,56.0,415.0,55.0,22.0
2022-06-04,30.0,1052.0,42.0,0,584.0,67.0,94.0,50.0,22.0
2022-06-05,25.0,958.0,35.0,1,232.0,60.0,301.0,57.0,22.0
2022-06-06,22.0,959.0,57.0,0,369.0,29.0,63.0,47.0,21.0
2022-06-07,39.0,981.0,83.0,0,459.0,29.0,260.0,48.0,19.0
2022-06-08,23.0,1126.0,94.0,0,692.0,33.0,64.0,59.0,33.0
2022-06-09,14.0,1040.0,98.0,1,757.0,73.0,147.0,62.0,22.0
2022-06-10,23.0,972.0,56.0,1,298.0,1.0,111.0,53.0,23.0
2022-06-11,23.0,986.0,49.0,0,717.0,91.0,349.0,45.0,34.0
2022-06-12,20.0,1036.0,74.0,1,971.0,84.0,352.0,53.0,34.0
2022-06-13,18.0,1036.0,81.0,1,370.0,49.0,308.0,56.0,22.0
2022-06-14,26.0,1059.0,82.0,0,747.0,64.0,9.0,52.0,25.0
2022-06-15,22.0,1020.0,89.0,1,375.0,12.0,44.0,52.0,26.0
2022-06-16,29.0,1039.0,63.0,1,249.0,97.0,124.0,48.0,22.0
2022-06-17,20.0,1048.0,73.0,1,788.0,69.0,54.0,46.0,33.0
2022-06-18,32.0,984.0,46.0,1,109.0,0.0,420.0,45.0,18.0
2022-06-19,23.0,1004.0,24.0,1,770.0,84.0,428.0,43.0,27.0
2022-06-20,30.0,966.0,50.0,1,275.0,19.0,408.0,38.0,23.0
2022-06-21,29.0,985.0,34.0,1,801.0,94.0,124.0,54.0,19.0
2022-06-22,27.0,979.0,44.0,1,695.0,24.0,362.0,43.0,17.0
2022-06-23,23.0,992.0,99.0,0,479.0,61.0,149.0,48.0,19.0
2022-06-24,18.0,989.0,37.0,0,155.0,36.0,211.0,56.0,17.0
2022-06-25,23.0,973.0,28.0,1,330.0,2.0,90.0,36.0,19.0
2022-06-26,25.0,1046.0,96.0,1,822.0,62.0,176.0,44.0,33.0
2022-06-27,26.0,937.0,28.0,1,309.0,61.0,54.0,51.0,11.0
2022-06-28,26.0,1023.0,27.0,1,171.0,47.0,58.0,68.0,20.0
2022-06-29,22.0,944.0,37.0,0,832.0,13.0,402.0,49.0,32.0
2022-06-30,18.0,1017.0,26.0,0,582.0,55.0,258.0,58.0,28.0
2022-07-01,20.0,954.0,80.0,1,911.0,67.0,414.0,43.0,26.0
2022-07-02,27.0,1044.0,51.0,1,848.0,96.0,243.0,58.0,24.0
2022-07-03,28.0,1042.0,30.0,0,840.0,39.0,296.0,50.0,27.0
2022-07-04,24.0,956.0,24.0,0,474.0,55.0,313.0,56.0,22.0
2022-07-05,33.0,1060.0,72.0,0,504.0,47.0,233.0,57.0,13.0
2022-07-06,25.0,1063.0,40.0,1,649.0,9.0,381.0,55.0,19.0
2022-07-07,34.0,983.0,66.0,0,476.0,47.0,17.0,62.0,18.0
2022-07-08,30.0,1144.0,58.0,1,379.0,26.0,286.0,27.0,12.0
2022-07-09,29.0,1020.0,73.0,1,629.0,49.0,416.0,57.0,25.0
2022-07-10,23.0,1070.0,23.0,1,647.0,16.0,214.0,47.0,12.0
2022-07-11,21.0,938.0,53.0,1,269.0,46.0,415.0,60.0,15.0
2022-07-12,25.0,944.0,41.0,0,189.0,78.0,303.0,55.0,20.0
2022-07-13,25.0,976.0,57.0,0,350.0,87.0,474.0,55.0,25.0
2022-07-14,16.0,1003.0,79.0,1,206.0,33.0,344.0,56.0,14.0
2022-07-15,23.0,998.0,90.0,0,875.0,20.0,55.0,44.0,27.0
2022-07-16,18.0,973.0,32.0,0,876.0,74.0,201.0,57.0,22.0
2022-07-17,21.0,955.0,97.0,0,238.0,98.0,335.0,51.0,30.0
2022-07-18,22.0,989.0,86.0,0,683.0,58.0,152.0,58.0,20.0
2022-07-19,27.0,925.0,50.0,1,929.0,34.0,235.0,47.0,18.0
2022-07-20,23.0,935.0,30.0,1,375.0,86.0,249.0,70.0,16.0
2022-07-21,30.0,1023.0,25.0,0,190.0,26.0,306.0,47.0,17.0
2022-07-22,27.0,971.0,53.0,0,284.0,62.0,7.0,61.0,28.0
2022-07-23,33.0,1034.0,56.0,1,187.0,31.0,177.0,38.0,14.0
2022-07-24,18.0,994.0,95.0,1,443.0,56.0,35.0,45.0,18.0
2022-07-25,29.0,1072.0,29.0,1,289.0,9.0,497.0,62.0,13.0
2022-07-26,16.0,960.0,31.0,1,398.0,77.0,52.0,52.0,18.0
2022-07-27,23.0,1062.0,79.0,0,994.0,23.0,341.0,30.0,24.0
2022-07-28,21.0,1055.0,28.0,1,588.0,36.0,139.0,57.0,22.0
2022-07-29,29.0,1031.0,22.0,1,800.0,34.0,333.0,33.0,23.0
2022-07-30,28.0,1061.0,95.0,0,830.0,88.0,124.0,44.0,31.0
2022-07-31,17.0,984.0,41.0,1,934.0,66.0,351.0,49.0,20.0
2022-08-01,15.0,979.0,23.0,0,249.0,42.0,48.0,41.0,14.0
2022-08-02,22.0,1086.0,73.0,1,902.0,54.0,61.0,51.0,21.0
2022-08-03,23.0,975.0,42.0,1,638.0,78.0,486.0,55.0,18.0
2022-08-04,23.0,992.0,47.0,1,556.0,82.0,471.0,53.0,22.0
2022-08-05,21.0,959.0,27.0,1,233.0,1.0,255.0,64.0,19.0
2022-08-06,39.0,992.0,51.0,1,582.0,41.0,152.0,56.0,20.0
2022-08-07,26.0,978.0,76.0,1,955.0,13.0,432.0,48.0,26.0
2022-08-08,25.0,998.0,94.0,1,108.0,72.0,265.0,61.0,28.0
2022-08-09,34.0,1121.0,65.0,1,545.0,73.0,18.0,30.0,24.0
2022-08-10,28.0,1013.0,89.0,1,826.0,93.0,76.0,54.0,24.0
2022-08-11,29.0,990.0,24.0,0,433.0,72.0,467.0,58.0,27.0
