Tipo_Prenda,Género,Color,Estilo,Marca,Precio,Talla,Cantidad_Lavados,Edad,Profesión,Género_Incluyente,Calidad
Chaqueta,Dama,Blanco,Deportivo,Marca D,1309.52,39,0,30,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Dama,Azul,Casual,Marca B,155.84,34,8,25,Ciencias de la Salud,Mujer,Regular
Falda,Caballero,Azul,Casual,Marca C,154.81,33,7,22,Deportes,Mujer,Regular
Vestido,Caballero,Rojo,Casual,Marca A,814.56,43,13,25,Artes,Mujer,Regular
Pantalón,Dama,Blanco,Formal,Marca D,436.1,44,20,29,Ingeniería,Mujer,Regular
Falda,Dama,Azul,Casual,Marca C,961.62,44,20,21,Ingeniería,Mujer,Regular
Pantalón,Caballero,Blanco,Deportivo,Marca A,1225.46,34,17,21,Ciencias de la Salud,Mujer,Regular
Vestido,Caballero,Blanco,Deportivo,Marca D,1878.3,37,14,29,Educación,Hombre,Regular
Falda,Dama,Negro,Formal,Marca B,1519.64,42,6,27,Deportes,Hombre,Regular
Falda,Dama,Blanco,Deportivo,Marca B,1307.14,42,7,26,Educación,Mujer,Regular
Pantalón,Dama,Rojo,Formal,Marca B,1658.07,45,13,23,Ciencias de la Salud,Hombre,Regular
Falda,Caballero,Rojo,Formal,Marca B,952.93,39,9,25,Ingeniería,Hombre,Regular
Pantalón,Caballero,Verde,Formal,Marca A,1613.32,37,1,22,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Caballero,Negro,Casual,Marca A,616.46,42,11,29,Ingeniería,HombreMujer,Regular
Vestido,Dama,Blanco,Deportivo,Marca A,1187.89,36,16,26,Deportes,Mujer,Regular
Falda,Caballero,Blanco,Casual,Marca B,459.83,35,19,25,Ciencias de la Salud,Hombre,Regular
Camisa,Caballero,Negro,Casual,Marca D,1198.02,38,4,27,Ciencias de la Salud,Mujer,Regular
Camisa,Caballero,Verde,Deportivo,Marca C,1801.1,39,11,30,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Caballero,Azul,Deportivo,Marca D,1281.84,43,19,29,Educación,Hombre,Regular
Pantalón,Caballero,Blanco,Deportivo,Marca B,1586.05,38,20,30,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Dama,Azul,Formal,Marca B,1497.66,37,9,25,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Azul,Formal,Marca C,543.13,44,15,27,Artes,Hombre,Regular
Pantalón,Dama,Blanco,Deportivo,Marca B,516.07,36,0,27,Deportes,Mujer,Regular
Pantalón,Dama,Blanco,Casual,Marca A,360.87,35,14,29,Ciencias de la Salud,Hombre,Regular
Pantalón,Caballero,Blanco,Deportivo,Marca C,251.49,44,10,23,Ciencias de la Salud,Mujer,Regular
Vestido,Caballero,Rojo,Deportivo,Marca C,453.11,44,16,20,Deportes,Hombre,Regular
Chaqueta,Dama,Blanco,Formal,Marca B,677.74,40,11,21,Ciencias de la Salud,Mujer,Regular
Camisa,Dama,Negro,Deportivo,Marca C,1749.62,39,13,29,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Blanco,Formal,Marca B,1546.28,39,5,20,Artes,Hombre,Regular
Vestido,Dama,Azul,Casual,Marca A,1752.66,44,9,23,Ingeniería,Hombre,Regular
Vestido,Caballero,Verde,Formal,Marca C,399.4,40,11,25,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Caballero,Azul,Deportivo,Marca C,1017.48,45,5,25,Educación,Mujer,Regular
Chaqueta,Caballero,Negro,Casual,Marca C,275.63,38,7,27,Ingeniería,Hombre,Regular
Pantalón,Dama,Verde,Casual,Marca A,171.4,43,15,28,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Caballero,Azul,Formal,Marca A,673.3,44,8,22,Educación,Hombre,Regular
Falda,Caballero,Blanco,Casual,Marca C,1848.95,38,8,26,Ingeniería,HombreMujer,Regular
Falda,Dama,Verde,Deportivo,Marca A,1449.5,40,20,26,Artes,Hombre,Regular
Vestido,Dama,Rojo,Deportivo,Marca D,1235.58,36,17,25,Deportes,Hombre,Regular
Pantalón,Dama,Rojo,Formal,Marca D,1789.74,32,8,23,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Dama,Negro,Formal,Marca A,1140.68,41,20,22,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Verde,Formal,Marca A,305,33,6,21,Deportes,Hombre,Regular
Vestido,Dama,Blanco,Deportivo,Marca B,1801.39,37,11,20,Deportes,Mujer,Regular
Camisa,Dama,Negro,Casual,Marca D,985.69,37,8,30,Artes,Mujer,Regular
Camisa,Caballero,Negro,Deportivo,Marca C,589.47,33,20,27,Ciencias Sociales y Humanidades,HombreMujer,Regular
Vestido,Caballero,Negro,Casual,Marca B,763.05,43,11,24,Artes,Hombre,Regular
Pantalón,Caballero,Blanco,Casual,Marca A,1475.33,34,18,25,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Caballero,Verde,Formal,Marca A,1739.53,36,6,20,Ingeniería,Hombre,Regular
Pantalón,Caballero,Azul,Casual,Marca C,1912.13,36,20,27,Ingeniería,Mujer,Regular
Chaqueta,Caballero,Blanco,Casual,Marca C,230.02,44,13,24,Deportes,HombreMujer,Regular
Pantalón,Caballero,Negro,Formal,Marca D,1560.67,41,6,25,Ingeniería,HombreMujer,Regular
Camisa,Dama,Negro,Casual,Marca C,169.35,43,1,28,Deportes,Hombre,Regular
Falda,Dama,Azul,Formal,Marca B,895.01,44,0,26,Ciencias Sociales y Humanidades,Hombre,Regular
Camisa,Caballero,Blanco,Formal,Marca B,1665.86,33,20,28,Ciencias Sociales y Humanidades,HombreMujer,Regular
Vestido,Caballero,Negro,Casual,Marca D,1016.28,42,2,30,Ingeniería,HombreMujer,Regular
Chaqueta,Caballero,Azul,Formal,Marca C,1559.24,42,15,27,Deportes,HombreMujer,Regular
Pantalón,Dama,Azul,Deportivo,Marca D,1509.65,35,3,29,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Caballero,Verde,Casual,Marca C,1797.26,38,6,23,Ciencias de la Salud,Mujer,Regular
Falda,Dama,Negro,Deportivo,Marca C,1065.69,38,8,21,Artes,Mujer,Regular
Falda,Caballero,Negro,Casual,Marca A,865.35,37,10,30,Educación,Hombre,Regular
Pantalón,Caballero,Rojo,Casual,Marca D,927.11,36,11,21,Educación,HombreMujer,Regular
Falda,Caballero,Blanco,Formal,Marca A,1534.32,35,4,30,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Dama,Verde,Formal,Marca D,1490.66,36,13,26,Ciencias de la Salud,Hombre,Regular
Chaqueta,Caballero,Azul,Deportivo,Marca A,1710.46,33,10,25,Deportes,HombreMujer,Regular
Vestido,Caballero,Blanco,Casual,Marca B,991.91,44,12,23,Ingeniería,Mujer,Regular
Pantalón,Dama,Negro,Deportivo,Marca B,1062.65,32,13,26,Deportes,Mujer,Regular
Vestido,Dama,Blanco,Casual,Marca C,1408.58,39,19,29,Ingeniería,Mujer,Regular
Chaqueta,Caballero,Negro,Casual,Marca D,782.52,35,7,29,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Dama,Verde,Deportivo,Marca C,275.55,45,16,22,Ingeniería,Mujer,Regular
Falda,Dama,Negro,Casual,Marca A,1306.97,44,3,28,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Caballero,Negro,Deportivo,Marca D,902.53,33,12,28,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Caballero,Verde,Casual,Marca A,828.41,41,5,24,Ingeniería,Hombre,Regular
Camisa,Dama,Verde,Deportivo,Marca A,256.18,44,12,23,Ingeniería,HombreMujer,Regular
Falda,Dama,Negro,Deportivo,Marca C,839.07,32,10,20,Artes,Hombre,Regular
Pantalón,Caballero,Negro,Casual,Marca D,1215.2,41,6,30,Ingeniería,Hombre,Regular
Vestido,Dama,Negro,Formal,Marca A,1497.96,34,6,21,Ingeniería,Mujer,Regular
Pantalón,Caballero,Azul,Formal,Marca D,925.93,37,9,24,Educación,Mujer,Regular
Camisa,Caballero,Rojo,Formal,Marca B,1264.3,42,15,22,Ingeniería,Mujer,Regular
Vestido,Dama,Negro,Formal,Marca C,938.17,38,1,26,Educación,Mujer,Regular
Chaqueta,Caballero,Rojo,Deportivo,Marca A,920.68,33,19,26,Ingeniería,HombreMujer,Regular
Vestido,Dama,Azul,Deportivo,Marca B,1545.85,44,13,20,Artes,HombreMujer,Regular
Camisa,Dama,Verde,Formal,Marca B,828.77,42,0,26,Artes,Mujer,Regular
Camisa,Caballero,Blanco,Casual,Marca C,941.98,33,13,29,Deportes,HombreMujer,Regular
Chaqueta,Caballero,Verde,Casual,Marca A,1102.56,41,13,20,Artes,HombreMujer,Regular
Camisa,Caballero,Azul,Deportivo,Marca B,486.21,38,20,28,Deportes,Hombre,Regular
Pantalón,Dama,Rojo,Casual,Marca B,1799.35,39,11,27,Artes,Hombre,Regular
Camisa,Caballero,Rojo,Formal,Marca C,518.84,37,20,22,Ciencias Sociales y Humanidades,HombreMujer,Regular
Chaqueta,Dama,Verde,Formal,Marca D,1330.64,44,4,22,Ciencias de la Salud,Mujer,Regular
Falda,Dama,Verde,Formal,Marca D,1663.71,35,6,24,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Dama,Blanco,Deportivo,Marca D,338.01,41,7,24,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Caballero,Azul,Deportivo,Marca B,1877.09,33,5,22,Ingeniería,Hombre,Regular
Vestido,Dama,Verde,Formal,Marca C,1132.78,44,4,25,Educación,HombreMujer,Regular
Pantalón,Caballero,Negro,Casual,Marca D,522.54,41,8,21,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Caballero,Azul,Formal,Marca B,503.5,42,3,27,Ingeniería,Hombre,Regular
Chaqueta,Caballero,Blanco,Formal,Marca C,507.21,34,7,20,Educación,HombreMujer,Regular
Falda,Dama,Rojo,Formal,Marca C,1603.85,42,17,21,Artes,Mujer,Regular
Vestido,Caballero,Negro,Formal,Marca D,1582.49,35,3,28,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Caballero,Verde,Casual,Marca B,1440.25,42,4,24,Ingeniería,Mujer,Regular
Camisa,Dama,Negro,Casual,Marca D,1093.74,37,11,21,Educación,Hombre,Regular
Chaqueta,Caballero,Rojo,Deportivo,Marca A,1671.64,35,14,22,Ciencias de la Salud,Hombre,Regular
Falda,Dama,Azul,Casual,Marca C,639.28,36,14,27,Ciencias de la Salud,Mujer,Regular
Camisa,Dama,Rojo,Formal,Marca C,378.08,36,5,25,Ingeniería,Mujer,Regular
Chaqueta,Caballero,Blanco,Deportivo,Marca C,1241.13,38,14,21,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Verde,Casual,Marca B,1398.14,33,20,20,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Dama,Verde,Formal,Marca A,1472.73,37,12,24,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Caballero,Verde,Formal,Marca D,996.78,34,9,24,Deportes,Mujer,Regular
Pantalón,Caballero,Verde,Casual,Marca C,1523.64,33,11,25,Artes,Hombre,Regular
Camisa,Dama,Verde,Deportivo,Marca A,324.53,42,1,26,Deportes,Hombre,Regular
Vestido,Dama,Negro,Deportivo,Marca D,1369.25,38,0,29,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Negro,Deportivo,Marca B,1866.73,45,12,25,Educación,Mujer,Regular
Pantalón,Dama,Azul,Formal,Marca C,486.01,41,10,28,Deportes,Hombre,Regular
Pantalón,Dama,Azul,Deportivo,Marca B,705.97,43,13,30,Ingeniería,Hombre,Regular
Falda,Caballero,Blanco,Formal,Marca A,397.09,45,3,30,Ciencias de la Salud,Mujer,Regular
Falda,Dama,Negro,Formal,Marca B,319.53,40,16,29,Artes,Mujer,Regular
Falda,Dama,Blanco,Deportivo,Marca C,514.64,37,11,20,Artes,Mujer,Regular
Chaqueta,Caballero,Negro,Formal,Marca D,1193.14,35,17,28,Deportes,Hombre,Regular
Vestido,Dama,Rojo,Casual,Marca B,1327.53,42,3,24,Educación,HombreMujer,Regular
Pantalón,Dama,Azul,Formal,Marca D,414.24,37,0,29,Artes,HombreMujer,Regular
Pantalón,Dama,Verde,Deportivo,Marca A,1493.76,33,9,28,Ciencias de la Salud,HombreMujer,Regular
Chaqueta,Dama,Verde,Formal,Marca D,538.84,35,18,30,Ciencias Sociales y Humanidades,Mujer,Regular
Vestido,Dama,Verde,Deportivo,Marca C,1160.55,41,11,30,Educación,Hombre,Regular
Chaqueta,Dama,Rojo,Deportivo,Marca A,1041.51,44,17,22,Educación,Hombre,Regular
Pantalón,Caballero,Rojo,Casual,Marca C,1123.35,44,16,23,Deportes,Mujer,Regular
Camisa,Dama,Azul,Formal,Marca C,1775.18,44,16,25,Ingeniería,Mujer,Regular
Pantalón,Caballero,Blanco,Deportivo,Marca D,1948.51,44,1,25,Educación,Hombre,Regular
Chaqueta,Caballero,Azul,Deportivo,Marca B,1200.85,43,9,24,Artes,HombreMujer,Regular
Chaqueta,Caballero,Azul,Casual,Marca D,1938.06,38,0,25,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Dama,Rojo,Deportivo,Marca B,1480.27,38,16,22,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Dama,Azul,Formal,Marca A,590.01,45,1,25,Ingeniería,Mujer,Regular
Chaqueta,Dama,Verde,Formal,Marca D,1275.35,35,2,24,Educación,Hombre,Regular
Falda,Caballero,Negro,Formal,Marca D,549.32,34,0,21,Deportes,Hombre,Regular
Falda,Caballero,Rojo,Casual,Marca D,1028.53,38,3,27,Artes,Mujer,Regular
Pantalón,Dama,Blanco,Casual,Marca B,1350.83,42,20,21,Ingeniería,Hombre,Regular
Vestido,Dama,Negro,Formal,Marca A,1383.43,38,3,25,Artes,Mujer,Regular
Pantalón,Caballero,Verde,Casual,Marca B,1986.26,42,4,29,Artes,Mujer,Regular
Falda,Caballero,Blanco,Formal,Marca C,935.16,40,14,27,Artes,Mujer,Regular
Pantalón,Dama,Negro,Casual,Marca B,1879.09,40,8,20,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Caballero,Blanco,Casual,Marca B,320.91,43,8,26,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Rojo,Casual,Marca B,232.01,40,1,21,Deportes,Mujer,Regular
Pantalón,Caballero,Rojo,Deportivo,Marca C,519.08,40,4,22,Deportes,Hombre,Regular
Vestido,Dama,Rojo,Casual,Marca D,449.61,38,18,21,Educación,Hombre,Regular
Falda,Dama,Azul,Deportivo,Marca D,284.44,35,3,27,Deportes,Hombre,Regular
Falda,Caballero,Negro,Casual,Marca C,545.1,35,3,20,Ciencias Sociales y Humanidades,Mujer,Regular
Vestido,Dama,Verde,Formal,Marca B,1075.57,35,3,29,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Dama,Azul,Casual,Marca C,310.96,36,1,21,Educación,Mujer,Regular
Vestido,Caballero,Blanco,Formal,Marca C,1993.17,34,2,25,Deportes,Hombre,Regular
Chaqueta,Dama,Rojo,Casual,Marca C,1839.9,32,14,23,Educación,Mujer,Regular
Falda,Dama,Rojo,Casual,Marca A,1216.3,32,17,28,Educación,Hombre,Regular
Camisa,Caballero,Blanco,Deportivo,Marca D,1559.93,34,3,27,Ingeniería,Hombre,Regular
Falda,Caballero,Azul,Formal,Marca B,1414.61,44,14,28,Artes,Mujer,Regular
Falda,Dama,Verde,Casual,Marca A,518.46,37,14,22,Deportes,Mujer,Regular
Vestido,Dama,Verde,Deportivo,Marca C,1435.08,41,16,29,Artes,Mujer,Regular
Pantalón,Caballero,Azul,Formal,Marca A,1773.9,33,13,21,Artes,HombreMujer,Regular
Falda,Dama,Blanco,Casual,Marca D,1673,33,10,24,Ciencias de la Salud,Mujer,Regular
Falda,Dama,Blanco,Formal,Marca A,1297.49,44,19,29,Deportes,Hombre,Regular
Falda,Dama,Rojo,Formal,Marca B,1182,37,17,23,Educación,Mujer,Regular
Falda,Dama,Azul,Casual,Marca A,786.77,41,17,20,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Caballero,Blanco,Deportivo,Marca A,1771.75,42,13,20,Artes,HombreMujer,Regular
Camisa,Dama,Blanco,Deportivo,Marca D,632.32,34,14,27,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Dama,Blanco,Casual,Marca B,890.42,44,17,28,Deportes,Mujer,Regular
Camisa,Caballero,Azul,Casual,Marca A,1377.51,37,1,20,Ciencias Sociales y Humanidades,HombreMujer,Regular
Camisa,Caballero,Rojo,Formal,Marca C,1077.28,37,19,30,Deportes,Mujer,Regular
Vestido,Dama,Verde,Formal,Marca A,1430.11,41,14,20,Ciencias de la Salud,Mujer,Regular
Chaqueta,Dama,Verde,Formal,Marca C,234.67,44,12,21,Ingeniería,HombreMujer,Regular
Falda,Caballero,Negro,Formal,Marca A,819.9,37,11,30,Deportes,Mujer,Regular
Falda,Caballero,Rojo,Casual,Marca A,760.43,36,0,26,Artes,Mujer,Regular
Falda,Dama,Rojo,Formal,Marca D,1470.15,35,0,20,Educación,Hombre,Regular
Chaqueta,Dama,Azul,Deportivo,Marca D,953.04,43,6,23,Artes,Hombre,Regular
Chaqueta,Dama,Azul,Casual,Marca A,871.43,42,12,29,Deportes,Mujer,Regular
Camisa,Caballero,Azul,Formal,Marca C,693.22,38,11,30,Deportes,HombreMujer,Regular
Chaqueta,Caballero,Azul,Casual,Marca B,420.05,42,19,29,Artes,Hombre,Regular
Falda,Dama,Verde,Casual,Marca D,557.23,42,1,22,Ciencias de la Salud,HombreMujer,Regular
Pantalón,Caballero,Azul,Deportivo,Marca A,1195.48,43,6,30,Ciencias de la Salud,Mujer,Regular
Pantalón,Caballero,Negro,Deportivo,Marca C,621.3,35,19,22,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Dama,Negro,Casual,Marca D,1928.05,37,12,20,Deportes,Hombre,Regular
Pantalón,Dama,Verde,Casual,Marca B,1463.5,40,14,26,Deportes,HombreMujer,Regular
Chaqueta,Caballero,Verde,Deportivo,Marca D,1016.56,42,16,24,Ciencias de la Salud,Mujer,Regular
Chaqueta,Caballero,Blanco,Casual,Marca B,906.9,32,8,30,Deportes,Mujer,Regular
Camisa,Dama,Negro,Formal,Marca C,1877.83,43,17,25,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Blanco,Formal,Marca A,1940.3,42,8,24,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Caballero,Azul,Formal,Marca D,937.28,44,14,28,Ingeniería,HombreMujer,Regular
Pantalón,Dama,Blanco,Casual,Marca B,675.2,36,0,29,Educación,Hombre,Regular
Chaqueta,Dama,Negro,Casual,Marca C,1835.52,38,4,22,Educación,Hombre,Regular
Falda,Caballero,Azul,Casual,Marca A,523.99,41,19,26,Educación,Hombre,Regular
Falda,Caballero,Negro,Casual,Marca A,1604.3,45,10,26,Artes,HombreMujer,Regular
Camisa,Dama,Blanco,Deportivo,Marca D,620.52,35,20,27,Deportes,Hombre,Regular
Camisa,Dama,Rojo,Formal,Marca B,480.66,43,5,25,Deportes,Hombre,Regular
Camisa,Dama,Verde,Casual,Marca A,621.44,32,2,23,Ciencias de la Salud,Hombre,Regular
Vestido,Dama,Azul,Deportivo,Marca B,1730.03,33,9,27,Deportes,Hombre,Regular
Camisa,Dama,Azul,Deportivo,Marca C,723.55,38,11,25,Deportes,Mujer,Regular
Falda,Caballero,Negro,Deportivo,Marca D,1046.24,41,9,27,Educación,HombreMujer,Regular
Pantalón,Caballero,Verde,Casual,Marca A,534.36,34,8,21,Artes,HombreMujer,Regular
Chaqueta,Dama,Negro,Deportivo,Marca C,702.17,45,19,24,Ciencias Sociales y Humanidades,Hombre,Regular
Camisa,Caballero,Blanco,Casual,Marca B,585.61,34,1,27,Ciencias de la Salud,HombreMujer,Regular
Camisa,Dama,Rojo,Casual,Marca A,687.7,44,17,30,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Rojo,Deportivo,Marca B,1485.97,37,19,24,Artes,Hombre,Regular
Camisa,Dama,Rojo,Formal,Marca C,856.11,33,12,25,Artes,Mujer,Regular
Chaqueta,Caballero,Negro,Formal,Marca A,1908.29,41,1,27,Ingeniería,Hombre,Regular
Pantalón,Dama,Blanco,Deportivo,Marca B,547.78,38,4,20,Deportes,Mujer,Regular
Pantalón,Caballero,Blanco,Casual,Marca B,298.17,42,4,28,Educación,HombreMujer,Regular
Camisa,Dama,Negro,Casual,Marca A,1962.93,44,15,21,Artes,Hombre,Regular
Vestido,Dama,Rojo,Casual,Marca C,1207.47,42,9,26,Artes,Mujer,Regular
Vestido,Dama,Negro,Deportivo,Marca A,237.69,39,5,20,Deportes,Hombre,Regular
Pantalón,Dama,Azul,Deportivo,Marca D,824.6,33,7,27,Ciencias de la Salud,Mujer,Regular
Vestido,Dama,Rojo,Deportivo,Marca A,1034.33,32,0,21,Ingeniería,Hombre,Regular
Falda,Dama,Blanco,Casual,Marca A,531.42,34,10,21,Ciencias de la Salud,Hombre,Regular
Camisa,Dama,Azul,Formal,Marca D,839.64,43,6,26,Ingeniería,Mujer,Regular
Vestido,Dama,Azul,Formal,Marca C,1711.76,39,5,24,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Caballero,Blanco,Formal,Marca D,1715.45,32,8,23,Artes,Mujer,Regular
Vestido,Dama,Negro,Casual,Marca D,623.05,43,19,23,Artes,Hombre,Regular
Pantalón,Caballero,Blanco,Formal,Marca D,251.95,40,1,21,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Verde,Formal,Marca C,756.28,32,15,26,Ingeniería,Hombre,Regular
Pantalón,Dama,Negro,Casual,Marca A,850.77,44,1,23,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Azul,Casual,Marca A,1233.3,36,14,23,Ingeniería,Hombre,Regular
Camisa,Dama,Rojo,Formal,Marca B,921.93,33,12,20,Educación,Mujer,Regular
Pantalón,Dama,Azul,Formal,Marca C,769.81,41,1,27,Artes,Mujer,Regular
Camisa,Dama,Verde,Casual,Marca A,315.26,32,0,26,Artes,Hombre,Regular
Camisa,Caballero,Blanco,Casual,Marca D,1678.41,32,12,27,Ciencias de la Salud,Mujer,Regular
Falda,Dama,Verde,Deportivo,Marca B,798.89,40,3,20,Artes,HombreMujer,Regular
Vestido,Caballero,Blanco,Formal,Marca B,1888.98,45,8,25,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Caballero,Rojo,Casual,Marca A,1814.38,43,19,26,Ingeniería,Hombre,Regular
Pantalón,Caballero,Negro,Formal,Marca B,344.31,38,2,24,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Dama,Verde,Formal,Marca B,857.94,33,8,29,Ingeniería,Hombre,Regular
Pantalón,Caballero,Azul,Casual,Marca D,1223.43,39,0,24,Artes,Hombre,Regular
Chaqueta,Caballero,Rojo,Deportivo,Marca A,218,41,9,25,Ingeniería,Hombre,Regular
Camisa,Caballero,Azul,Deportivo,Marca C,902.47,40,3,25,Artes,Hombre,Regular
Camisa,Caballero,Rojo,Deportivo,Marca A,605.35,34,10,20,Artes,Mujer,Regular
Pantalón,Dama,Rojo,Deportivo,Marca D,491.73,32,10,28,Educación,Hombre,Regular
Camisa,Caballero,Negro,Formal,Marca B,1121.54,32,8,27,Deportes,Hombre,Regular
Falda,Dama,Rojo,Formal,Marca C,1659.02,40,19,30,Educación,Hombre,Regular
Vestido,Caballero,Rojo,Deportivo,Marca C,578.55,32,16,23,Educación,Hombre,Regular
Chaqueta,Caballero,Negro,Deportivo,Marca C,568.42,42,12,27,Educación,Mujer,Regular
Pantalón,Caballero,Negro,Casual,Marca B,1600.31,39,14,28,Educación,Mujer,Regular
Falda,Caballero,Blanco,Deportivo,Marca C,914.44,33,19,23,Educación,Mujer,Regular
Camisa,Dama,Verde,Deportivo,Marca A,356.64,35,3,30,Ingeniería,HombreMujer,Regular
Falda,Caballero,Verde,Casual,Marca D,1824.57,45,16,29,Ciencias de la Salud,Mujer,Regular
Chaqueta,Caballero,Azul,Deportivo,Marca A,263.42,39,5,29,Artes,Mujer,Regular
Camisa,Dama,Blanco,Casual,Marca D,1098.34,32,17,21,Ciencias de la Salud,Mujer,Regular
Vestido,Dama,Azul,Deportivo,Marca A,1072.26,34,2,25,Deportes,Hombre,Regular
Pantalón,Dama,Rojo,Formal,Marca D,696.31,40,7,27,Artes,Mujer,Regular
Chaqueta,Dama,Azul,Deportivo,Marca C,1181.58,34,2,23,Ingeniería,Hombre,Regular
Vestido,Dama,Verde,Formal,Marca C,199.35,38,19,28,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Dama,Verde,Casual,Marca B,1231.6,44,10,20,Artes,Mujer,Regular
Falda,Caballero,Verde,Deportivo,Marca C,1956.49,32,11,22,Artes,HombreMujer,Regular
Vestido,Caballero,Verde,Deportivo,Marca A,1061.32,40,9,22,Ciencias Sociales y Humanidades,Hombre,Regular
Camisa,Dama,Azul,Deportivo,Marca D,1100.51,36,11,24,Educación,HombreMujer,Regular
Camisa,Caballero,Negro,Formal,Marca A,991.6,40,6,29,Ciencias de la Salud,Hombre,Regular
Vestido,Dama,Blanco,Formal,Marca D,726.17,42,1,21,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Caballero,Azul,Casual,Marca A,1045.68,42,4,24,Ciencias de la Salud,Hombre,Regular
Falda,Dama,Blanco,Casual,Marca B,385.02,40,5,23,Artes,HombreMujer,Regular
Vestido,Caballero,Azul,Deportivo,Marca A,709.99,38,8,20,Ciencias Sociales y Humanidades,Mujer,Regular
Vestido,Dama,Negro,Formal,Marca A,1106.81,34,14,24,Ciencias de la Salud,HombreMujer,Regular
Falda,Dama,Verde,Formal,Marca C,687.38,36,4,22,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Dama,Verde,Deportivo,Marca D,681.81,35,19,30,Ciencias de la Salud,Hombre,Regular
Pantalón,Caballero,Verde,Formal,Marca D,1388.59,43,0,25,Ingeniería,Mujer,Regular
Pantalón,Dama,Azul,Formal,Marca D,1694.51,36,17,26,Artes,Mujer,Regular
Camisa,Dama,Blanco,Deportivo,Marca B,1901.15,32,15,23,Ciencias de la Salud,Mujer,Regular
Chaqueta,Dama,Verde,Casual,Marca B,822.14,39,9,21,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Dama,Negro,Casual,Marca A,442.22,39,2,21,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Dama,Rojo,Deportivo,Marca B,1327.75,41,16,30,Deportes,Mujer,Regular
Pantalón,Dama,Blanco,Formal,Marca B,1590.48,45,3,21,Artes,Mujer,Regular
Vestido,Caballero,Rojo,Deportivo,Marca B,777.03,38,7,29,Ciencias de la Salud,Mujer,Regular
Falda,Dama,Azul,Deportivo,Marca C,252.34,32,10,22,Ciencias de la Salud,Mujer,Regular
Falda,Caballero,Azul,Formal,Marca D,1478.39,43,12,30,Ingeniería,Hombre,Regular
